BillID,CustomerID,Region,UtilityType,BillMonth,UnitsConsumed,RatePerUnit,ExpectedAmount,BilledAmount,PaymentStatus,DueDate,PaidDate,Discrepancy,DiscrepancyFlag
BILL00646,CUST0066,East,Electricity,Feb-2024,233.6,7.2,1681.92,1681.92,Pending,2024-02-21,,0.0,No
BILL00647,CUST0066,East,Water,Feb-2024,4.5,18.5,83.25,83.25,Paid,2024-02-21,2024-02-17,0.0,No
BILL00648,CUST0066,East,Gas,Feb-2024,11.8,45.0,531.0,531.0,Paid,2024-02-21,2024-02-15,0.0,No
BILL00649,CUST0066,East,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Paid,2024-02-21,2024-02-19,0.0,No
BILL00650,CUST0067,South,Electricity,Feb-2024,291.8,7.2,2100.96,2100.96,Overdue,2024-02-21,,0.0,No
BILL00651,CUST0067,South,Water,Feb-2024,27.2,18.5,503.2,503.2,Overdue,2024-02-21,,0.0,No
BILL00652,CUST0067,South,Telecom,Feb-2024,1.0,1.0,1.0,0.85,Paid,2024-02-21,2024-02-17,-0.15,No
BILL00653,CUST0068,East,Electricity,Feb-2024,233.9,7.2,1684.08,1684.08,Overdue,2024-02-21,,0.0,No
BILL00654,CUST0068,East,Water,Feb-2024,12.5,18.5,231.25,231.25,Pending,2024-02-21,,0.0,No
BILL00655,CUST0068,East,Gas,Feb-2024,19.7,45.0,886.5,886.5,Pending,2024-02-21,,0.0,No
BILL00656,CUST0068,East,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Pending,2024-02-21,,0.0,No
BILL00657,CUST0069,East,Water,Feb-2024,18.1,18.5,334.85,334.85,Paid,2024-02-21,2024-02-19,0.0,No
BILL00658,CUST0069,East,Gas,Feb-2024,11.9,45.0,535.5,535.5,Paid,2024-02-21,2024-02-16,0.0,No
BILL00659,CUST0069,East,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Paid,2024-02-21,2024-02-18,0.0,No
BILL00660,CUST0070,South,Electricity,Feb-2024,241.3,7.2,1737.36,1737.36,Paid,2024-02-21,2024-02-21,0.0,No
BILL00661,CUST0070,South,Water,Feb-2024,15.1,18.5,279.35,279.35,Paid,2024-02-21,2024-02-17,0.0,No
BILL00662,CUST0070,South,Gas,Feb-2024,10.4,45.0,468.0,468.0,Paid,2024-02-21,2024-02-08,0.0,No
BILL00663,CUST0070,South,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Overdue,2024-02-21,,0.0,No
BILL00664,CUST0071,East,Electricity,Feb-2024,217.4,7.2,1565.28,1565.28,Paid,2024-02-21,2024-02-18,0.0,No
BILL00665,CUST0071,East,Water,Feb-2024,14.4,18.5,266.4,266.4,Paid,2024-02-21,2024-02-20,0.0,No
BILL00666,CUST0071,East,Gas,Feb-2024,12.3,45.0,553.5,664.2,Pending,2024-02-21,,110.7,Yes
BILL00667,CUST0071,East,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Paid,2024-02-21,2024-02-07,0.0,No
BILL00668,CUST0072,North,Water,Feb-2024,25.5,18.5,471.75,471.75,Paid,2024-02-21,2024-02-14,0.0,No
BILL00669,CUST0072,North,Gas,Feb-2024,4.0,45.0,180.0,180.0,Paid,2024-02-21,2024-02-15,0.0,No
BILL00670,CUST0072,North,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Pending,2024-02-21,,0.0,No
BILL00671,CUST0073,Central,Electricity,Feb-2024,324.8,7.2,2338.56,2338.56,Paid,2024-02-21,2024-02-10,0.0,No
BILL00672,CUST0073,Central,Water,Feb-2024,7.6,18.5,140.6,140.6,Paid,2024-02-21,2024-02-11,0.0,No
BILL00673,CUST0073,Central,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Pending,2024-02-21,,0.0,No
BILL00674,CUST0074,South,Water,Feb-2024,16.1,18.5,297.85,297.85,Paid,2024-02-21,2024-02-20,0.0,No
BILL00675,CUST0074,South,Gas,Feb-2024,7.8,45.0,351.0,351.0,Paid,2024-02-21,2024-02-20,0.0,No
BILL00676,CUST0074,South,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Paid,2024-02-21,2024-02-10,0.0,No
BILL00677,CUST0075,Central,Electricity,Feb-2024,183.4,7.2,1320.48,1320.48,Paid,2024-02-21,2024-02-17,0.0,No
BILL00678,CUST0075,Central,Water,Feb-2024,26.8,18.5,495.8,495.8,Paid,2024-02-21,2024-02-20,0.0,No
BILL00679,CUST0075,Central,Gas,Feb-2024,14.8,45.0,666.0,666.0,Paid,2024-02-21,2024-02-13,0.0,No
BILL00680,CUST0075,Central,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Paid,2024-02-21,2024-02-11,0.0,No
BILL00681,CUST0076,South,Electricity,Feb-2024,293.3,7.2,2111.76,2111.76,Paid,2024-02-21,2024-02-15,0.0,No
BILL00682,CUST0076,South,Gas,Feb-2024,8.6,45.0,387.0,290.25,Paid,2024-02-21,2024-02-07,-96.75,Yes
BILL00683,CUST0076,South,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Paid,2024-02-21,2024-02-15,0.0,No
BILL00684,CUST0077,South,Electricity,Feb-2024,279.4,7.2,2011.68,2011.68,Pending,2024-02-21,,0.0,No
BILL00685,CUST0077,South,Gas,Feb-2024,8.3,45.0,373.5,373.5,Pending,2024-02-21,,0.0,No
BILL00686,CUST0077,South,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Pending,2024-02-21,,0.0,No
BILL00687,CUST0078,West,Water,Feb-2024,16.8,18.5,310.8,310.8,Paid,2024-02-21,2024-02-20,0.0,No
BILL00688,CUST0078,West,Gas,Feb-2024,10.9,45.0,490.5,490.5,Overdue,2024-02-21,,0.0,No
BILL00689,CUST0079,West,Electricity,Feb-2024,292.7,7.2,2107.44,2107.44,Pending,2024-02-21,,0.0,No
BILL00690,CUST0079,West,Water,Feb-2024,20.2,18.5,373.7,373.7,Pending,2024-02-21,,0.0,No
BILL00691,CUST0080,East,Electricity,Feb-2024,228.3,7.2,1643.76,1643.76,Paid,2024-02-21,2024-02-09,0.0,No
BILL00692,CUST0080,East,Water,Feb-2024,23.8,18.5,440.3,440.3,Paid,2024-02-21,2024-02-13,0.0,No
BILL00693,CUST0080,East,Gas,Feb-2024,8.8,45.0,396.0,297.0,Paid,2024-02-21,2024-02-07,-99.0,Yes
BILL00694,CUST0080,East,Telecom,Feb-2024,1.0,1.0,1.0,1.15,Paid,2024-02-21,2024-02-07,0.15,No
BILL00695,CUST0081,Central,Water,Feb-2024,21.0,18.5,388.5,388.5,Pending,2024-02-21,,0.0,No
BILL00696,CUST0081,Central,Gas,Feb-2024,11.1,45.0,499.5,499.5,Paid,2024-02-21,2024-02-10,0.0,No
BILL00697,CUST0081,Central,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Paid,2024-02-21,2024-02-17,0.0,No
BILL00698,CUST0082,South,Water,Feb-2024,11.7,18.5,216.45,216.45,Paid,2024-02-21,2024-02-08,0.0,No
BILL00699,CUST0082,South,Gas,Feb-2024,14.8,45.0,666.0,666.0,Paid,2024-02-21,2024-02-09,0.0,No
BILL00700,CUST0083,East,Electricity,Feb-2024,238.9,7.2,1720.08,1720.08,Paid,2024-02-21,2024-02-21,0.0,No
BILL00701,CUST0083,East,Water,Feb-2024,15.4,18.5,284.9,284.9,Paid,2024-02-21,2024-02-06,0.0,No
BILL00702,CUST0083,East,Gas,Feb-2024,15.1,45.0,679.5,679.5,Paid,2024-02-21,2024-02-13,0.0,No
BILL00703,CUST0083,East,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Paid,2024-02-21,2024-02-13,0.0,No
BILL00704,CUST0084,North,Water,Feb-2024,11.0,18.5,203.5,203.5,Pending,2024-02-21,,0.0,No
BILL00705,CUST0084,North,Gas,Feb-2024,7.3,45.0,328.5,328.5,Paid,2024-02-21,2024-02-14,0.0,No
BILL00706,CUST0084,North,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Overdue,2024-02-21,,0.0,No
BILL00707,CUST0085,South,Water,Feb-2024,11.6,18.5,214.6,214.6,Pending,2024-02-21,,0.0,No
BILL00708,CUST0085,South,Gas,Feb-2024,17.3,45.0,778.5,778.5,Pending,2024-02-21,,0.0,No
BILL00709,CUST0085,South,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Paid,2024-02-21,2024-02-10,0.0,No
BILL00710,CUST0086,North,Electricity,Feb-2024,351.8,7.2,2532.96,2912.9,Overdue,2024-02-21,,379.94,Yes
BILL00711,CUST0086,North,Water,Feb-2024,19.1,18.5,353.35,353.35,Paid,2024-02-21,2024-02-06,0.0,No
BILL00712,CUST0086,North,Gas,Feb-2024,11.7,45.0,526.5,526.5,Paid,2024-02-21,2024-02-20,0.0,No
BILL00713,CUST0086,North,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Paid,2024-02-21,2024-02-21,0.0,No
BILL00714,CUST0087,East,Electricity,Feb-2024,273.9,7.2,1972.08,1972.08,Pending,2024-02-21,,0.0,No
BILL00715,CUST0087,East,Water,Feb-2024,17.8,18.5,329.3,329.3,Pending,2024-02-21,,0.0,No
BILL00716,CUST0087,East,Gas,Feb-2024,15.3,45.0,688.5,585.23,Paid,2024-02-21,2024-02-17,-103.27,Yes
BILL00717,CUST0087,East,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Pending,2024-02-21,,0.0,No
BILL00718,CUST0088,West,Electricity,Feb-2024,259.0,7.2,1864.8,1864.8,Overdue,2024-02-21,,0.0,No
BILL00719,CUST0088,West,Water,Feb-2024,16.2,18.5,299.7,344.65,Paid,2024-02-21,2024-02-16,44.95,Yes
BILL00720,CUST0088,West,Gas,Feb-2024,11.8,45.0,531.0,531.0,Paid,2024-02-21,2024-02-06,0.0,No
BILL00721,CUST0088,West,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Overdue,2024-02-21,,0.0,No
BILL00722,CUST0089,East,Electricity,Feb-2024,147.4,7.2,1061.28,1061.28,Pending,2024-02-21,,0.0,No
BILL00723,CUST0089,East,Water,Feb-2024,11.3,18.5,209.05,209.05,Paid,2024-02-21,2024-02-12,0.0,No
BILL00724,CUST0089,East,Gas,Feb-2024,14.2,45.0,639.0,639.0,Paid,2024-02-21,2024-02-21,0.0,No
BILL00725,CUST0089,East,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Paid,2024-02-21,2024-02-20,0.0,No
BILL00726,CUST0090,North,Electricity,Feb-2024,239.0,7.2,1720.8,1720.8,Pending,2024-02-21,,0.0,No
BILL00727,CUST0090,North,Water,Feb-2024,18.1,18.5,334.85,334.85,Paid,2024-02-21,2024-02-06,0.0,No
BILL00728,CUST0090,North,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Overdue,2024-02-21,,0.0,No
BILL00729,CUST0091,South,Electricity,Feb-2024,217.6,7.2,1566.72,1566.72,Paid,2024-02-21,2024-02-11,0.0,No
BILL00730,CUST0091,South,Water,Feb-2024,14.1,18.5,260.85,260.85,Paid,2024-02-21,2024-02-19,0.0,No
BILL00731,CUST0091,South,Gas,Feb-2024,12.6,45.0,567.0,567.0,Pending,2024-02-21,,0.0,No
BILL00732,CUST0092,Central,Electricity,Feb-2024,191.3,7.2,1377.36,1377.36,Paid,2024-02-21,2024-02-08,0.0,No
BILL00733,CUST0092,Central,Water,Feb-2024,20.0,18.5,370.0,370.0,Paid,2024-02-21,2024-02-18,0.0,No
BILL00734,CUST0092,Central,Gas,Feb-2024,6.9,45.0,310.5,310.5,Paid,2024-02-21,2024-02-14,0.0,No
BILL00735,CUST0092,Central,Telecom,Feb-2024,1.0,1.0,1.0,0.75,Paid,2024-02-21,2024-02-11,-0.25,No
BILL00736,CUST0093,East,Electricity,Feb-2024,278.4,7.2,2004.48,2305.15,Paid,2024-02-21,2024-02-09,300.67,Yes
BILL00737,CUST0093,East,Water,Feb-2024,19.3,18.5,357.05,267.79,Paid,2024-02-21,2024-02-06,-89.26,Yes
BILL00738,CUST0093,East,Gas,Feb-2024,14.9,45.0,670.5,670.5,Paid,2024-02-21,2024-02-08,0.0,No
BILL00739,CUST0093,East,Telecom,Feb-2024,1.0,1.0,1.0,0.85,Overdue,2024-02-21,,-0.15,No
BILL00740,CUST0094,South,Electricity,Feb-2024,310.9,7.2,2238.48,2238.48,Overdue,2024-02-21,,0.0,No
BILL00741,CUST0094,South,Water,Feb-2024,8.8,18.5,162.8,162.8,Paid,2024-02-21,2024-02-18,0.0,No
BILL00742,CUST0094,South,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Paid,2024-02-21,2024-02-10,0.0,No
BILL00743,CUST0095,West,Gas,Feb-2024,10.1,45.0,454.5,454.5,Paid,2024-02-21,2024-02-18,0.0,No
BILL00744,CUST0096,West,Electricity,Feb-2024,251.6,7.2,1811.52,1811.52,Paid,2024-02-21,2024-02-18,0.0,No
BILL00745,CUST0096,West,Water,Feb-2024,20.6,18.5,381.1,381.1,Paid,2024-02-21,2024-02-13,0.0,No
BILL00746,CUST0096,West,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Overdue,2024-02-21,,0.0,No
BILL00747,CUST0097,West,Electricity,Feb-2024,261.2,7.2,1880.64,1880.64,Paid,2024-02-21,2024-02-07,0.0,No
BILL00748,CUST0097,West,Water,Feb-2024,14.2,18.5,262.7,262.7,Paid,2024-02-21,2024-02-17,0.0,No
BILL00749,CUST0097,West,Gas,Feb-2024,10.2,45.0,459.0,459.0,Paid,2024-02-21,2024-02-10,0.0,No
BILL00750,CUST0097,West,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Pending,2024-02-21,,0.0,No
BILL00751,CUST0098,South,Electricity,Feb-2024,194.6,7.2,1401.12,1681.34,Pending,2024-02-21,,280.22,Yes
BILL00752,CUST0098,South,Water,Feb-2024,11.2,18.5,207.2,207.2,Pending,2024-02-21,,0.0,No
BILL00753,CUST0098,South,Gas,Feb-2024,9.1,45.0,409.5,409.5,Paid,2024-02-21,2024-02-19,0.0,No
BILL00754,CUST0098,South,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Paid,2024-02-21,2024-02-17,0.0,No
BILL00755,CUST0099,East,Water,Feb-2024,13.3,18.5,246.05,246.05,Overdue,2024-02-21,,0.0,No
BILL00756,CUST0099,East,Gas,Feb-2024,19.9,45.0,895.5,895.5,Paid,2024-02-21,2024-02-08,0.0,No
BILL00757,CUST0100,South,Electricity,Feb-2024,279.6,7.2,2013.12,2013.12,Pending,2024-02-21,,0.0,No
BILL00758,CUST0100,South,Gas,Feb-2024,12.6,45.0,567.0,567.0,Pending,2024-02-21,,0.0,No
BILL00759,CUST0100,South,Telecom,Feb-2024,1.0,1.0,1.0,1.3,Paid,2024-02-21,2024-02-11,0.3,No
BILL00760,CUST0101,South,Electricity,Feb-2024,292.0,7.2,2102.4,2102.4,Overdue,2024-02-21,,0.0,No
BILL00761,CUST0101,South,Gas,Feb-2024,10.3,45.0,463.5,463.5,Pending,2024-02-21,,0.0,No
BILL00762,CUST0102,Central,Water,Feb-2024,18.6,18.5,344.1,344.1,Overdue,2024-02-21,,0.0,No
BILL00763,CUST0103,Central,Electricity,Feb-2024,403.6,7.2,2905.92,2905.92,Pending,2024-02-21,,0.0,No
BILL00764,CUST0103,Central,Water,Feb-2024,17.5,18.5,323.75,323.75,Paid,2024-02-21,2024-02-06,0.0,No
BILL00765,CUST0103,Central,Gas,Feb-2024,15.4,45.0,693.0,693.0,Paid,2024-02-21,2024-02-09,0.0,No
BILL00766,CUST0104,East,Electricity,Feb-2024,207.8,7.2,1496.16,1496.16,Paid,2024-02-21,2024-02-11,0.0,No
BILL00767,CUST0104,East,Water,Feb-2024,17.8,18.5,329.3,395.16,Overdue,2024-02-21,,65.86,Yes
BILL00768,CUST0104,East,Gas,Feb-2024,17.3,45.0,778.5,895.27,Paid,2024-02-21,2024-02-06,116.77,Yes
BILL00769,CUST0104,East,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Overdue,2024-02-21,,0.0,No
BILL00770,CUST0105,Central,Electricity,Feb-2024,358.7,7.2,2582.64,2582.64,Pending,2024-02-21,,0.0,No
BILL00771,CUST0105,Central,Water,Feb-2024,21.5,18.5,397.75,397.75,Pending,2024-02-21,,0.0,No
BILL00772,CUST0105,Central,Gas,Feb-2024,10.3,45.0,463.5,556.2,Paid,2024-02-21,2024-02-08,92.7,Yes
BILL00773,CUST0105,Central,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Pending,2024-02-21,,0.0,No
BILL00774,CUST0106,West,Electricity,Feb-2024,308.4,7.2,2220.48,2220.48,Paid,2024-02-21,2024-02-12,0.0,No
BILL00775,CUST0106,West,Water,Feb-2024,21.1,18.5,390.35,390.35,Pending,2024-02-21,,0.0,No
BILL00776,CUST0106,West,Gas,Feb-2024,7.3,45.0,328.5,328.5,Paid,2024-02-21,2024-02-15,0.0,No
BILL00777,CUST0106,West,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Paid,2024-02-21,2024-02-10,0.0,No
BILL00778,CUST0107,Central,Electricity,Feb-2024,235.1,7.2,1692.72,1692.72,Pending,2024-02-21,,0.0,No
BILL00779,CUST0107,Central,Water,Feb-2024,17.6,18.5,325.6,325.6,Paid,2024-02-21,2024-02-21,0.0,No
BILL00780,CUST0107,Central,Gas,Feb-2024,13.9,45.0,625.5,625.5,Paid,2024-02-21,2024-02-06,0.0,No
BILL00781,CUST0107,Central,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Paid,2024-02-21,2024-02-13,0.0,No
BILL00782,CUST0108,West,Electricity,Feb-2024,169.9,7.2,1223.28,1223.28,Paid,2024-02-21,2024-02-09,0.0,No
BILL00783,CUST0108,West,Gas,Feb-2024,13.1,45.0,589.5,589.5,Paid,2024-02-21,2024-02-14,0.0,No
BILL00784,CUST0108,West,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Paid,2024-02-21,2024-02-08,0.0,No
BILL00785,CUST0109,East,Electricity,Feb-2024,283.6,7.2,2041.92,2041.92,Overdue,2024-02-21,,0.0,No
BILL00786,CUST0109,East,Water,Feb-2024,23.4,18.5,432.9,432.9,Paid,2024-02-21,2024-02-16,0.0,No
BILL00787,CUST0109,East,Gas,Feb-2024,14.5,45.0,652.5,750.37,Paid,2024-02-21,2024-02-12,97.87,Yes
BILL00788,CUST0109,East,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Paid,2024-02-21,2024-02-09,0.0,No
BILL00789,CUST0110,South,Electricity,Feb-2024,245.8,7.2,1769.76,1769.76,Paid,2024-02-21,2024-02-12,0.0,No
BILL00790,CUST0110,South,Water,Feb-2024,9.7,18.5,179.45,179.45,Paid,2024-02-21,2024-02-18,0.0,No
BILL00791,CUST0110,South,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Pending,2024-02-21,,0.0,No
BILL00792,CUST0111,South,Electricity,Feb-2024,262.5,7.2,1890.0,1890.0,Paid,2024-02-21,2024-02-18,0.0,No
BILL00793,CUST0111,South,Water,Feb-2024,19.4,18.5,358.9,358.9,Paid,2024-02-21,2024-02-11,0.0,No
BILL00794,CUST0111,South,Gas,Feb-2024,8.2,45.0,369.0,369.0,Pending,2024-02-21,,0.0,No
BILL00795,CUST0111,South,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Paid,2024-02-21,2024-02-14,0.0,No
BILL00796,CUST0112,Central,Electricity,Feb-2024,313.2,7.2,2255.04,2255.04,Pending,2024-02-21,,0.0,No
BILL00797,CUST0112,Central,Water,Feb-2024,17.8,18.5,329.3,329.3,Paid,2024-02-21,2024-02-21,0.0,No
BILL00798,CUST0112,Central,Gas,Feb-2024,14.0,45.0,630.0,630.0,Paid,2024-02-21,2024-02-08,0.0,No
BILL00799,CUST0112,Central,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Paid,2024-02-21,2024-02-15,0.0,No
BILL00800,CUST0113,West,Electricity,Feb-2024,251.8,7.2,1812.96,1812.96,Paid,2024-02-21,2024-02-06,0.0,No
BILL00801,CUST0113,West,Water,Feb-2024,22.7,18.5,419.95,419.95,Paid,2024-02-21,2024-02-16,0.0,No
BILL00802,CUST0113,West,Gas,Feb-2024,10.5,45.0,472.5,472.5,Paid,2024-02-21,2024-02-18,0.0,No
BILL00803,CUST0113,West,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Pending,2024-02-21,,0.0,No
BILL00804,CUST0114,North,Electricity,Feb-2024,222.3,7.2,1600.56,1600.56,Overdue,2024-02-21,,0.0,No
BILL00805,CUST0114,North,Water,Feb-2024,15.8,18.5,292.3,292.3,Paid,2024-02-21,2024-02-14,0.0,No
BILL00806,CUST0114,North,Gas,Feb-2024,11.1,45.0,499.5,499.5,Pending,2024-02-21,,0.0,No
BILL00807,CUST0114,North,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Paid,2024-02-21,2024-02-18,0.0,No
BILL00808,CUST0115,North,Electricity,Feb-2024,221.3,7.2,1593.36,1593.36,Paid,2024-02-21,2024-02-19,0.0,No
BILL00809,CUST0115,North,Water,Feb-2024,24.3,18.5,449.55,449.55,Paid,2024-02-21,2024-02-09,0.0,No
BILL00810,CUST0115,North,Gas,Feb-2024,9.3,45.0,418.5,418.5,Pending,2024-02-21,,0.0,No
BILL00811,CUST0115,North,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Paid,2024-02-21,2024-02-07,0.0,No
BILL00812,CUST0116,North,Water,Feb-2024,15.8,18.5,292.3,292.3,Paid,2024-02-21,2024-02-11,0.0,No
BILL00813,CUST0116,North,Gas,Feb-2024,16.3,45.0,733.5,733.5,Paid,2024-02-21,2024-02-21,0.0,No
BILL00814,CUST0116,North,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Pending,2024-02-21,,0.0,No
BILL00815,CUST0117,South,Electricity,Feb-2024,311.9,7.2,2245.68,2245.68,Pending,2024-02-21,,0.0,No
BILL00816,CUST0117,South,Water,Feb-2024,10.6,18.5,196.1,196.1,Paid,2024-02-21,2024-02-08,0.0,No
BILL00817,CUST0117,South,Gas,Feb-2024,12.8,45.0,576.0,576.0,Paid,2024-02-21,2024-02-20,0.0,No
BILL00818,CUST0117,South,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Overdue,2024-02-21,,0.0,No
BILL00819,CUST0118,South,Electricity,Feb-2024,254.9,7.2,1835.28,1835.28,Paid,2024-02-21,2024-02-21,0.0,No
BILL00820,CUST0118,South,Water,Feb-2024,23.3,18.5,431.05,431.05,Paid,2024-02-21,2024-02-10,0.0,No
BILL00821,CUST0118,South,Gas,Feb-2024,10.4,45.0,468.0,608.4,Paid,2024-02-21,2024-02-16,140.4,Yes
BILL00822,CUST0119,West,Water,Feb-2024,25.0,18.5,462.5,462.5,Paid,2024-02-21,2024-02-11,0.0,No
BILL00823,CUST0119,West,Gas,Feb-2024,18.9,45.0,850.5,850.5,Paid,2024-02-21,2024-02-06,0.0,No
BILL00824,CUST0119,West,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Overdue,2024-02-21,,0.0,No
BILL00825,CUST0120,Central,Electricity,Feb-2024,223.3,7.2,1607.76,1607.76,Paid,2024-02-21,2024-02-17,0.0,No
BILL00826,CUST0120,Central,Water,Feb-2024,25.3,18.5,468.05,608.47,Paid,2024-02-21,2024-02-10,140.42,Yes
BILL00827,CUST0120,Central,Gas,Feb-2024,16.7,45.0,751.5,751.5,Paid,2024-02-21,2024-02-13,0.0,No
BILL00828,CUST0120,Central,Telecom,Feb-2024,1.0,1.0,1.0,1.0,Paid,2024-02-21,2024-02-20,0.0,No
BILL00829,CUST0001,North,Electricity,Mar-2024,224.8,7.2,1618.56,1618.56,Paid,2024-03-21,2024-03-18,0.0,No
BILL00830,CUST0001,North,Water,Mar-2024,16.6,18.5,307.1,307.1,Paid,2024-03-21,2024-03-06,0.0,No
BILL00831,CUST0001,North,Gas,Mar-2024,8.0,45.0,360.0,360.0,Paid,2024-03-21,2024-03-21,0.0,No
BILL00832,CUST0001,North,Telecom,Mar-2024,1.0,1.0,1.0,1.0,Paid,2024-03-21,2024-03-13,0.0,No
BILL00833,CUST0002,North,Electricity,Mar-2024,189.8,7.2,1366.56,1366.56,Paid,2024-03-21,2024-03-18,0.0,No
BILL00834,CUST0002,North,Water,Mar-2024,14.2,18.5,262.7,262.7,Paid,2024-03-21,2024-03-18,0.0,No
BILL00835,CUST0002,North,Gas,Mar-2024,11.9,45.0,535.5,535.5,Pending,2024-03-21,,0.0,No
BILL00836,CUST0002,North,Telecom,Mar-2024,1.0,1.0,1.0,1.0,Paid,2024-03-21,2024-03-08,0.0,No
BILL00837,CUST0003,East,Electricity,Mar-2024,343.0,7.2,2469.6,2963.52,Overdue,2024-03-21,,493.92,Yes
BILL00838,CUST0003,East,Water,Mar-2024,13.0,18.5,240.5,240.5,Paid,2024-03-21,2024-03-21,0.0,No
BILL00839,CUST0003,East,Gas,Mar-2024,15.0,45.0,675.0,675.0,Pending,2024-03-21,,0.0,No
BILL00840,CUST0003,East,Telecom,Mar-2024,1.0,1.0,1.0,1.0,Paid,2024-03-21,2024-03-19,0.0,No
BILL00841,CUST0004,South,Electricity,Mar-2024,247.0,7.2,1778.4,2045.16,Paid,2024-03-21,2024-03-07,266.76,Yes
BILL00842,CUST0004,South,Water,Mar-2024,21.4,18.5,395.9,395.9,Paid,2024-03-21,2024-03-18,0.0,No
BILL00843,CUST0004,South,Gas,Mar-2024,8.6,45.0,387.0,387.0,Pending,2024-03-21,,0.0,No
BILL00844,CUST0004,South,Telecom,Mar-2024,1.0,1.0,1.0,1.0,Paid,2024-03-21,2024-03-18,0.0,No
BILL00845,CUST0005,South,Water,Mar-2024,18.8,18.5,347.8,295.63,Paid,2024-03-21,2024-03-16,-52.17,Yes
BILL00846,CUST0005,South,Gas,Mar-2024,13.5,45.0,607.5,607.5,Overdue,2024-03-21,,0.0,No
BILL00847,CUST0005,South,Telecom,Mar-2024,1.0,1.0,1.0,1.0,Paid,2024-03-21,2024-03-11,0.0,No
BILL00848,CUST0006,South,Electricity,Mar-2024,397.3,7.2,2860.56,2860.56,Overdue,2024-03-21,,0.0,No
BILL00849,CUST0006,South,Water,Mar-2024,14.8,18.5,273.8,273.8,Pending,2024-03-21,,0.0,No
BILL00850,CUST0006,South,Gas,Mar-2024,10.4,45.0,468.0,468.0,Pending,2024-03-21,,0.0,No
BILL00851,CUST0007,North,Electricity,Mar-2024,212.6,7.2,1530.72,1301.11,Paid,2024-03-21,2024-03-06,-229.61,Yes
BILL00852,CUST0007,North,Water,Mar-2024,15.2,18.5,281.2,281.2,Paid,2024-03-21,2024-03-09,0.0,No
BILL00853,CUST0007,North,Gas,Mar-2024,10.1,45.0,454.5,454.5,Pending,2024-03-21,,0.0,No
BILL00854,CUST0007,North,Telecom,Mar-2024,1.0,1.0,1.0,1.0,Overdue,2024-03-21,,0.0,No
BILL00855,CUST0008,Central,Electricity,Mar-2024,335.2,7.2,2413.44,2413.44,Overdue,2024-03-21,,0.0,No
BILL00856,CUST0008,Central,Water,Mar-2024,15.1,18.5,279.35,321.25,Paid,2024-03-21,2024-03-14,41.9,Yes
BILL00857,CUST0008,Central,Gas,Mar-2024,9.5,45.0,427.5,427.5,Paid,2024-03-21,2024-03-18,0.0,No
BILL00858,CUST0008,Central,Telecom,Mar-2024,1.0,1.0,1.0,1.0,Paid,2024-03-21,2024-03-09,0.0,No
BILL00859,CUST0009,North,Water,Mar-2024,15.2,18.5,281.2,281.2,Paid,2024-03-21,2024-03-21,0.0,No
BILL00860,CUST0009,North,Gas,Mar-2024,13.9,45.0,625.5,625.5,Pending,2024-03-21,,0.0,No
BILL00861,CUST0009,North,Telecom,Mar-2024,1.0,1.0,1.0,1.0,Paid,2024-03-21,2024-03-06,0.0,No
